CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
257343;-8136;70723;53070;81225;78728;43046;424853.3333;41991;32554;42704;80601;80601;25333;9437;43906;97646;34566;48237;44803;32526;26750;26722;1
1401342;132181;509028;354481;449567;482026;376248;944150;154334;335806;359939;373841;373841;121953;-181472;220749;558433;172593;176035;278335;270286;242269;176749;1
731369;201654;205693;159027;228610;143563;111072;1680450;119862;51856;169401;182976;182976;42456;68006;107775;246623;148361;76058;113860;107807;82024;137975;1
188451;13884;76027;53506;80010;51231;44656;99171.42857;35935;48345;56202;30415;30415;10905;-12410;36810;38967;32664;20673;36148;36732;35552;23939;0
130837;29377;54245;40773;51338;34706;47188;209835.7143;19588;26709;23432;21030;21030;7412;-7121;24847;31648;23004;14710;27122;16505;25068;14864;0
1471335;-40857;413804;296666;527046;326876;463948;1628230;270234;297453;254419;429164;429164;95450;-27219;186311;490290;267688;202540;262241;292546;248584;243677;1
1027352;130125;329797;234498;411648;235861;175175;929464.2857;162188;197670;215337;225140;225140;59364;-35482;177610;260220;177874;175642;162882;197141;148398;147869;0
627424;110141;128506;87974;252570;205884;111756;786721.4286;82164;102935;184127;165387;165387;45729;-20771;116119;153144;105591;100069;125524;104990;118120;120175;0
809518;237826;233501;174024;278134;243899;223862;2972825;149252;86960;247026;280113;280113;54038;62292;108090;259532;163762;114498;153353;107963;119905;140908;1
1449496;-124552;441076;347190;537818;401745;330410;1979491.667;264461;286899;407209;329847;329847;112821;-22438;268399;363468;279811;208507;218346;279944;237951;230996;1
847348;228740;342073;252560;404137;175899;286424;1906166.667;139770;168817;158504;183395;183395;73157;-29047;118197;176989;148025;104971;165700;158689;117740;107612;0
410967;115140;106991;74273;174160;97603;85740;1439250;49633;31750;103202;132708;132708;31433;17883;71169;104485;61153;43851;101315;44871;55225;68346;0
1459633;-26787;397186;279043;620365;394944;266836;3361091.667;286177;240190;324173;326368;326368;75462;45987;162470;462061;214737;216639;232405;270220;215145;245175;0
167289;11071;45340;32679;67308;59363;33160;92258.33333;20970;37518;27473;37544;37544;13987;-16548;23125;44149;32707;22936;27730;27557;29093;19132;0
926353;277810;322733;223657;414978;333131;309986;3472625;133153;121400;256705;221003;221003;72110;11753;117678;227890;165807;123012;223951;102365;141495;122460;0
1003431;-29849;354451;256766;326541;181191;342633;4545650;200584;59974;242878;171298;171298;99671;140610;143022;354302;179566;177809;172482;117739;112677;170442;1
1087752;296734;241922;170195;533212;221179;208715;2282569.231;190332;239030;230972;336200;336200;99873;-48698;137473;261042;156025;168818;205004;201357;211408;173735;0
1394932;-61936;509908;373327;706004;325695;408789;2888772.727;157058;285756;315902;418769;418769;135717;-128698;149408;358339;181181;222988;323094;255916;264588;234748;1
216879;16012;95219;68627;75219;65035;43608;200150;39137;23452;39332;75084;75084;18610;15685;25079;80797;35784;22031;33792;23491;35830;35869;1
848167;158469;287368;191961;256088;299224;262980;2641150;103578;114747;185519;191308;191308;47762;-11169;106132;308954;176993;122930;152934;155105;107449;147807;1
604913;-40075;143493;102657;192992;220484;144618;1916000;105999;60437;168076;179686;179686;49277;45562;98024;232111;81786;93580;97541;101130;70916;111609;1
189611;-9933;53139;39651;71545;55130;33906;529857.1429;28283;27335;43030;46378;46378;16388;948;28312;56833;32921;23932;41073;24047;30618;27330;1
1488238;144541;566865;384433;427000;274563;323507;1314009.091;150688;73271;362351;427231;427231;107225;77417;181881;587328;292029;208882;347316;182749;182427;291905;1
198838;2989;67251;50493;89711;72999;51974;22992.30769;19918;30120;33313;63419;63419;14993;-10202;25869;43334;39924;29047;40328;31166;38168;39214;0
823316;15832;285256;198080;367628;320043;163026;226171.4286;148673;116378;161038;274448;274448;77033;32295;93387;196857;165444;106791;185190;126787;120933;131342;0
402867;-7939;90849;70033;126952;142496;114183;423364.2857;77580;71866;62088;133506;133506;40189;5714;73614;122426;79875;53387;75391;66127;52535;46796;1
1259903;85048;476463;328337;310915;320771;486407;850480;247043;204335;313166;199022;199022;105236;42708;206541;488219;254228;220430;224258;246328;157483;199476;1
1415561;174188;510376;404113;345295;420263;523589;2177350;267991;299045;259051;285438;285438;98606;-31054;234286;551110;284870;277875;335015;192811;260002;153768;1
707803;-14897;214567;156901;366959;227591;238636;1679327.273;120334;82226;106291;170019;170019;46888;38108;87956;147498;105390;118806;147544;111922;92717;122413;0
559542;65853;228850;159831;140066;194461;173843;1317060;103551;77334;114500;85423;85423;53818;26217;104721;198312;116443;75590;109707;111821;57848;92335;1
1376426;188495;335371;233561;531538;231312;452426;1713590.909;250594;204101;433716;233703;233703;74753;46493;268344;311551;264993;196757;337378;139054;233951;168904;0
360970;28740;122577;95162;171407;114852;124257;359250;64824;53846;107660;105724;105724;23725;10978;41235;79661;68667;46174;77925;45109;49004;40267;0
847345;-57115;323019;240542;391075;274801;143724;1672100;110914;147930;273379;144657;144657;55517;-37016;120443;184948;150879;111741;141671;97242;151072;100384;1
823513;243257;301102;213502;293155;259028;217705;4054283.333;128723;173301;248884;269644;269644;78531;-44578;118599;274806;136953;96640;135868;121145;148670;96514;1
344146;33375;106660;79122;139891;64919;103579;417187.5;51721;47121;66489;64944;64944;33933;4600;60414;79845;63996;52289;81085;51921;53842;58642;0
1428385;282985;573333;409905;507007;269281;515365;2572590.909;151977;189954;388540;325400;325400;99150;-37977;186378;512810;222190;262498;309454;152253;218700;180999;1
313156;26802;108359;86885;95934;70541;80337;335025;58780;36959;100291;90555;90555;28870;21821;55879;104763;56580;41200;51593;42821;46784;52646;1
1029730;130464;454926;344455;292098;281999;379239;1186036.364;152820;199503;322922;235515;235515;77364;-46683;192788;350742;194102;133904;185433;204768;150858;156123;1
1072799;35399;378355;305817;479885;235393;169497;321809.0909;135304;166270;283753;356529;356529;56191;-30966;124761;288652;179501;133140;216335;147745;139972;121447;0
636137;123845;236733;178967;280841;241787;116495;1238450;111309;41621;117532;180267;180267;40309;69688;77144;156052;122100;107735;129454;64894;92874;116147;0
964990;56850;414668;312122;407017;262225;312042;1137000;171032;160235;157944;320208;320208;56073;10797;159676;226791;171506;100493;148537;161236;106416;107417;0
295798;41153;122695;81612;135645;106469;113219;274353.3333;50402;21954;80721;85426;85426;26958;28448;34748;79187;46218;42761;63220;39928;40613;58587;0
261645;44454;95111;69715;84975;103287;95399;296360;31915;28538;58225;77699;77699;18503;3377;51765;89641;35264;42482;59549;36434;31710;39606;1
216711;42438;67517;50960;63864;72713;42510;606257.1429;25375;31520;64166;59474;59474;16176;-6145;34051;82223;36573;29215;35895;38978;33079;40537;1
1283506;262378;257014;204853;503958;282520;381444;2186483.333;153346;288971;303766;292530;292530;78812;-135625;197468;425023;157057;158632;256184;229910;213039;153978;0
361387;56707;148661;119018;170638;96144;118323;810100;46920;72853;104987;64647;64647;25613;-25933;65453;75184;50112;36435;80729;66791;52558;46496;0
1188317;87399;269846;197978;472180;207845;196370;794536.3636;181383;133370;264294;235786;235786;86846;48013;213926;356081;146130;206408;295091;208189;144320;219139;0
723750;-7387;185610;135303;243421;162265;131517;1777690.909;130756;38029;229733;250292;250292;38432;92727;120099;237724;122506;82412;111322;98483;76621;137075;1
1189585;187675;285938;213009;451686;187564;385894;1251166.667;162473;128255;349592;285854;285854;67742;34218;192734;351681;193484;234625;270009;151777;126653;150175;1
1087774;-85303;306526;242708;436615;270195;356975;1734607.692;184215;189521;243167;252136;252136;55481;-5306;190038;249380;211741;143899;170573;193016;140845;144340;1
1470683;-70258;349324;238229;596146;229719;550141;2648340;272496;194518;341913;300161;300161;136683;77978;193821;425410;255306;188305;320310;242793;234771;283046;0
917229;-53006;198956;159414;232804;236263;356130;785400;173389;67317;144527;181473;181473;50194;106072;151148;366817;166460;156711;227596;112784;104617;150084;1
689561;15285;252726;175422;324501;140306;141351;109178.5714;74119;164952;142343;153253;153253;63390;-90833;72057;182101;110902;98617;136322;117681;136415;89144;0
197639;8596;61352;42007;51520;62100;54788;171920;29559;25740;35107;44721;44721;10833;3819;37674;67521;40924;37724;48007;30162;23462;27884;1
231345;57538;78710;55308;70829;35749;53335;575380;28028;31658;46675;40764;40764;12931;-3630;42247;90365;27904;39698;50573;30856;38237;37435;1
1265783;168683;292675;208603;447656;327506;251567;1204878.571;191413;109522;390097;325358;325358;125272;81891;167821;471770;178536;171000;297177;163830;157337;211645;1
1187864;214212;273138;206011;390804;239009;406941;4284240;208220;237814;198075;256259;256259;110284;-29594;231476;399259;166325;160899;286290;235415;184900;182501;1
1235385;239242;293896;205754;546907;484271;205595;4784840;211697;309708;350617;350050;350050;66759;-98011;231217;304422;152839;234499;249428;246962;198718;135972;0
253704;-4941;110611;81303;83786;75437;89464;516416.6667;34108;36018;71097;70513;70513;16596;-1910;36642;90522;42754;44850;55023;33163;35569;32714;1
448528;69278;179826;133804;176029;149122;67349;1154633.333;71562;95888;91057;106068;106068;33850;-24326;75149;114511;82839;48559;88713;79498;76902;60512;0
1187751;330159;341175;242594;448978;356701;455181;2539684.615;178396;113075;290842;295465;295465;108745;65321;211788;381336;145649;159868;283620;189030;147198;223153;1
1099946;272346;379684;258827;332845;342140;175431;2269550;135469;145977;299385;224710;224710;57216;-10508;172007;423159;171935;172545;196591;159562;122144;135729;1
1479398;227399;410927;327436;594763;408319;530930;3789983.333;265492;291301;268725;367156;367156;110117;-25809;267084;347829;269722;162395;351825;254149;287451;250299;0
136916;34718;47352;35158;58243;31430;29356;495971.4286;18913;30300;22586;47287;47287;9347;-11387;25017;29220;24436;26508;31948;26943;23224;19867;0
1412407;-59618;597215;459056;454880;295276;503580;4055157.143;240952;206668;250260;468739;468739;109892;34284;211651;452363;293513;158072;323890;267542;197664;258538;1
724359;88499;287136;227295;306283;131440;275940;680761.5385;135907;146536;232766;147944;147944;41760;-10629;110818;185341;121917;87103;127393;141440;78247;73151;0
888055;-44043;315915;226555;375285;265177;165985;1200700;98971;126824;239277;273683;273683;85687;-27853;121418;279274;112078;152496;184282;146389;107393;126958;1
658016;46749;174680;131239;310665;180839;145944;584362.5;103566;42248;167695;152999;152999;33162;61318;80647;160881;105823;100183;122514;71038;93846;122636;0
328220;66106;113443;77128;140727;124794;72943;826325;53843;30858;60229;91822;91822;16900;22985;61778;78727;46988;41074;57192;46211;34152;49505;0
779806;162325;312143;236143;308532;191473;208249;3246500;145753;159429;165807;177710;177710;71692;-13676;154153;200085;117036;80435;182116;155957;103882;100410;0
982468;235192;329466;253932;430284;184348;156447;1679942.857;139271;151190;270897;315805;315805;51841;-11919;101779;326247;124158;122442;151131;146608;151001;146419;0
287417;34176;97865;67242;122970;54521;51722;244114.2857;28841;58680;81055;53408;53408;17369;-29839;41993;78969;43485;41667;47898;57075;36090;34485;0
1066393;206797;339224;233698;433637;334340;390981;2297744.444;134977;132870;229742;188147;188147;61236;2107;135722;362312;134722;178437;236491;139552;167703;174385;0
803348;139059;311441;213467;288723;164176;156748;1986557.143;145362;135531;231093;229979;229979;43178;9831;132211;222835;159579;137227;180878;112905;107313;84687;1
109011;23134;38206;27750;40055;20206;16628;165242.8571;12444;8688;25273;36363;36363;9998;3756;11997;37178;19781;12494;26356;16490;13083;20885;1
556163;119081;170411;123361;220720;129732;85799;2381620;104585;68957;136899;189183;189183;43400;35628;90219;140531;104693;75172;100625;93946;57722;82711;0
358618;90106;103343;78119;147474;77536;75707;1126325;42770;83555;92820;68221;68221;32777;-40785;38499;99649;72996;44784;77059;50341;70969;37755;0
349794;82979;87071;62746;135669;68433;95466;921988.8889;39909;57285;56029;75858;75858;23994;-17376;41013;107478;65634;55908;61745;43259;65216;51190;0
1370992;382378;492578;390614;513188;346757;483106;5462542.857;179525;338733;217012;475574;475574;77825;-159208;202177;477022;178605;238870;228550;266826;243322;171415;1
141926;36190;58958;45177;55705;38577;24706;402111.1111;20233;17978;32499;42577;42577;10915;2255;22879;44320;19022;19683;32974;25351;19295;26668;0
1103751;184964;379317;282739;313028;418228;426035;3082733.333;177321;221054;220170;331012;331012;106393;-43733;207980;419783;162960;185626;167001;157866;199571;136383;1
1011789;186933;269969;192673;392224;164024;258666;1699390.909;165300;128921;304081;268045;268045;50813;36379;198744;251732;169089;119851;234873;122526;162817;156422;0
431227;-16469;152954;111252;201467;67572;164796;649607.1429;76431;58322;77380;111068;111068;33253;18109;51508;104504;73748;67616;98086;45872;84978;72528;0
1465882;261127;422500;314044;478726;365978;404209;2373881.818;270478;84437;343315;358061;358061;76906;186041;281962;422586;282608;285772;226461;196245;147830;259638;1
443088;65644;149939;103744;107385;158422;71582;547033.3333;84844;43278;78896;138511;138511;25085;41566;78447;168839;88417;72287;98194;50959;70530;78211;1
1437961;369343;348088;251192;594050;472142;405892;5276328.571;270653;194791;253874;275369;275369;80940;75862;157513;422902;263496;253480;308422;254866;145902;205977;0
150502;11430;56388;37819;60849;47163;37396;95250;22856;24652;39159;46144;46144;12289;-1796;19626;45186;24841;20968;23897;23989;19662;18999;0
766038;226027;317109;241782;207130;135554;202869;3767116.667;87870;66730;159453;230677;230677;39506;21140;98278;305229;155401;141924;182693;83000;131194;147464;1
775777;100798;160965;117120;347218;199557;145297;2015960;128893;150134;187486;148649;148649;56313;-21241;86469;214516;127574;118360;149556;139939;114122;103927;0
1097265;265006;310595;244304;349465;313715;391896;2944511.111;119303;157866;282432;266951;266951;64273;-38563;175884;434588;137328;218309;225911;166847;167419;176400;1
1358031;154515;506846;349111;583932;502234;306214;1404681.818;262265;155969;355514;302779;302779;102636;106296;211716;345485;216898;141001;315259;258507;144940;247478;0
740623;22706;201913;156065;291394;237212;123133;454120;112122;69596;225573;223693;223693;69698;42526;125538;187894;135797;133120;131142;75246;81927;87577;0
1228664;-45526;482587;344956;322112;369864;398188;2566460;138280;189392;206998;350348;350348;65490;-51112;178141;488300;240111;202965;242366;215422;137208;163238;1
1412869;-19236;421723;291703;638214;501868;462259;1817800;189939;245606;445843;239671;239671;77932;-55667;234441;308806;231408;157691;275775;181672;269682;205748;1
1066527;-11662;404469;292399;494181;282867;167231;767460;110950;153702;335371;220048;220048;54705;-42752;125965;292857;153524;175886;187277;166871;118989;132158;1
248564;71995;74893;56080;78436;46065;57187;553807.6923;46756;22987;63711;65659;65659;24829;23769;49323;89920;30885;34375;52967;32441;32942;42396;1
1424757;43127;396972;319699;327579;411420;219313;862540;254635;187365;214413;476463;476463;131435;67270;249860;560458;286860;175224;279565;177249;261875;251759;1
565956;76830;134797;106905;203089;175627;225347;640250;73822;57804;149596;93769;93769;40789;16018;109595;181594;71678;60272;111623;92540;67355;102091;1
525150;150056;111794;88884;188954;156978;118228;2500933.333;100339;93500;130458;120734;120734;32114;6839;92533;171748;71915;61064;89664;92005;82060;80565;1
495816;37945;107625;85266;151151;172092;169286;474312.5;95983;55190;79174;85173;85173;36729;40793;70979;169851;103835;74743;118995;82241;51917;78968;1
1013576;93777;437965;345184;397279;388558;175105;1339671.429;158870;115719;190830;162058;162058;76039;43151;138592;277939;199766;113867;226222;137988;112328;134597;0
1276813;273369;339307;227758;579570;342715;221186;2485172.727;235083;175870;381586;322814;322814;100513;59213;232570;257597;207076;230381;194109;216964;130275;171369;0
953902;174008;251818;196315;541154;148149;186658;1450066.667;172264;168527;281309;266197;266197;50386;3737;101028;192749;118971;154210;181984;130508;144778;106759;0
652303;-42372;195653;148878;342382;131154;121839;3142533.333;117648;179350;205583;161451;161451;39870;-61702;94956;133505;81460;77703;116147;123548;123905;68103;1
311499;5852;109268;80015;123095;73296;71143;83600;60327;43159;71579;61242;61242;23179;17168;58839;85075;44490;41433;74791;40881;60759;58481;0
1454151;335457;314605;215428;503848;452119;310178;4792242.857;240575;249384;237738;491739;491739;90536;-8809;197888;474662;277753;249908;267592;169818;252020;172454;1
1032760;1384;442493;354073;556536;230035;330406;11533.33333;127136;212444;234883;157322;157322;100963;-85308;125768;225970;124486;110993;214159;151339;179594;118489;0
566877;16170;217518;145131;230931;178026;189703;269500;87381;132821;101079;184213;184213;48241;-45440;70833;177323;87790;60317;129860;102670;102691;72540;0
158147;14146;51371;39408;50460;24442;36661;235766.6667;29547;22868;38188;23874;23874;11147;6679;22334;57661;27692;27471;25540;27153;23596;27881;1
800558;17670;290916;226793;322482;149420;207867;176700;126658;17854;173710;209522;209522;42532;108804;129391;183441;165244;149539;160399;92435;82499;157080;0
1162792;206071;255108;196241;470465;214674;434774;1471935.714;120600;167696;185060;204615;204615;112837;-47096;130494;395279;166554;158621;197684;137095;152259;121658;0
986835;134049;256281;197375;399806;385796;346601;2680980;177774;175487;181276;211753;211753;85218;2287;175759;226264;185006;160016;229143;135192;151190;110895;0
958500;204705;318179;244828;400199;167766;367635;1364700;97090;188711;300714;332221;332221;93482;-91621;155392;202813;200096;146348;193282;180901;151970;144160;0
1377911;-52897;535099;403354;379529;273982;324937;1821114.286;255808;118213;227965;308321;308321;81458;137595;250839;488520;259023;213906;238907;138162;152858;172807;1
246862;-8093;80321;62198;93955;55811;61177;517820;46587;32154;75852;38165;38165;19789;14433;31505;83133;38269;30865;48351;41788;30847;40481;0
878819;-78398;343619;241228;491157;319622;303558;2528800;136319;168092;263475;193991;193991;66253;-31773;89200;191338;107124;134487;191529;172967;126971;131846;1
174576;-571;60501;45531;61032;37664;29532;513820;25433;13985;41568;37928;37928;15227;11448;28982;63181;21381;24214;36152;20411;25768;32194;1
1279972;239266;360702;282212;412126;195997;473238;1840507.692;147659;198346;290764;430564;430564;87446;-50687;239622;412968;215256;195527;236079;161185;177163;140002;1
1289390;62266;461963;345298;419397;231882;470519;518883.3333;183835;139449;411652;252829;252829;69750;44386;253847;400392;215754;138840;273058;164595;156618;181764;1
1030646;42211;378468;293412;353674;228483;256615;527637.5;178135;153914;173458;167386;167386;89818;24221;111107;370150;195715;164209;176246;128570;137247;111903;1
1276288;338167;398462;303918;648281;436480;267834;2818058.333;230703;230536;300194;241988;241988;88948;167;173678;283137;171192;132613;208972;237497;207568;214529;0
568968;53755;206304;164090;206320;200136;91425;1075100;95942;42465;87027;147091;147091;43793;53477;112808;176143;73697;67768;110523;66655;67094;91284;1
642435;-37627;181262;133960;160434;200669;150095;851422.2222;112859;122356;116488;157521;157521;55014;-9497;101864;251062;129075;83611;124123;102665;106188;86497;1
1077895;-95506;442791;325014;347084;275749;335347;2590900;188805;222864;343788;219438;219438;67332;-34059;170545;337648;222618;177371;189911;143653;188252;109041;1
600184;160455;269440;184093;282247;221819;112915;3209100;70418;46068;167212;96581;96581;52803;24350;97489;142212;78236;63355;141066;72035;84911;110878;0
510579;141112;227640;172261;200526;173265;155348;1763900;74396;68121;105708;86593;86593;28098;6275;54447;163602;92004;57975;101628;74334;92950;99163;0
735233;81756;168687;126175;210609;195184;112541;1362600;130729;128136;176900;241639;241639;61641;2593;142329;276974;105321;120986;158260;84918;121162;77944;1
421351;59588;150364;116163;134271;148642;102975;595880;46362;52482;80619;93260;93260;31032;-6120;83847;131999;71234;51030;104403;71196;44532;63246;1
890972;135850;309680;211058;273276;249768;247131;1698125;127281;207538;279735;199638;199638;88079;-80257;164866;308008;144822;132061;177630;165876;168797;127135;1
1292428;-56174;564552;409876;510395;427130;337675;2038150;239650;138398;404597;446044;446044;92158;101252;253083;279672;249278;197917;214252;234550;130562;226714;0
1421209;-55126;426218;301250;490626;330307;539576;3611950;250768;376944;458594;361692;361692;95471;-126176;236954;410558;283071;186540;284299;246971;276120;146147;1
1379664;257050;567148;446811;568422;437938;514799;4284166.667;262407;70961;243206;439783;439783;127709;191446;172591;392815;245836;174041;209534;142434;176486;247959;0
609991;148759;201269;139782;192285;122745;179729;1652877.778;101736;107740;133621;133607;133607;42452;-6004;116841;202866;97999;71803;93324;96080;95342;83682;1
822439;165193;229837;173267;386913;265682;143708;3303860;142824;194206;263548;158450;158450;62789;-51382;91778;235022;108726;162689;171302;127843;149971;83608;0
688392;73257;248697;197206;222389;127955;117938;665972.7273;109480;50390;224236;135876;135876;51052;59090;89584;258519;117900;124140;165795;79931;88208;117749;1
1096086;-2205;490166;391025;345219;362176;268177;2301376.923;166116;159937;322275;256574;256574;86664;6179;198958;415602;136307;110636;269998;184110;138894;163067;1
492222;130021;215395;167313;158350;119601;176562;1083508.333;81765;80673;91119;88068;88068;48708;1092;52754;179815;101303;86715;119706;50195;95003;64525;1
918876;30467;290409;201862;316552;175091;303184;253891.6667;155369;113523;239449;296909;296909;58148;41846;100782;351174;150368;143852;167788;159614;136586;182677;1
803515;-7075;329533;246443;319844;129412;283644;1049653.846;108868;71238;173863;172478;172478;67428;37630;112266;212169;159236;126949;145242;89048;100546;118356;0
389878;-785;117063;90683;176685;130808;87481;1355662.5;59030;36638;79975;122535;122535;30466;22392;65513;82941;64739;56265;77327;42747;39261;45370;0
818343;6128;271472;216547;275445;309211;212342;122560;121938;144979;151563;131355;131355;76225;-23041;114443;304865;123590;157239;158499;137715;103294;96030;1
103659;19376;31861;24857;44578;19810;30115;276800;18751;22943;21817;28163;28163;7457;-4192;14200;31164;13717;12593;21248;15758;19828;12643;0
769047;33242;256162;189754;282985;176062;203761;664840;141088;58162;119522;139784;139784;54630;82926;110161;219977;155924;85705;174256;119582;88425;149845;1
421495;-1957;180782;141654;135344;111969;82732;901477.7778;81505;51404;88927;75522;75522;32686;30101;48333;160345;77473;54860;83291;51950;57308;57854;1
532849;-34187;130327;102228;126124;144908;80537;1652755.556;84808;73345;80825;170784;170784;27842;11463;102767;203551;100407;64085;107760;88690;72822;88167;1
768270;131222;196369;147384;234346;286478;298780;937300;147529;189819;215697;118859;118859;55914;-42290;104875;286764;142285;102260;164707;143635;149289;103105;1
1058670;175887;217536;172971;508093;389265;304446;1598972.727;206531;119944;245558;189671;189671;79008;86587;176058;240611;133908;109673;232296;170582;134511;185149;0
264234;36671;66092;52489;98617;79160;98601;458387.5;31447;36531;40387;76090;76090;13477;-5084;38775;72625;54217;30566;44354;45968;43135;52572;1
1228044;348790;448441;339796;478703;414417;237311;4359875;197609;308892;374897;391447;391447;99072;-111283;183934;333853;231554;186677;276367;189093;243286;123487;0
657786;1322;189967;141069;184633;224772;218597;18885.71429;116661;95132;171288;227062;227062;60369;21529;115192;251668;106293;120986;102430;68005;108677;81550;1
1476888;42914;373938;299049;527011;378833;277495;858280;173028;198920;311472;293918;293918;117022;-25892;201855;523753;224269;240506;327363;271778;211754;284612;1
1115024;74196;254192;185328;498342;444246;212006;927450;141398;202738;284031;360649;360649;71770;-61340;199311;261006;156365;117409;192717;215482;176917;189661;0
915875;-89930;297159;229472;252104;200863;231238;1570187.5;173472;153101;290069;305483;305483;46715;20371;169408;345572;148791;172972;228279;155506;122176;124581;1
1018022;165475;302046;223097;431883;360911;172844;1272884.615;128036;106733;303404;334470;334470;58248;21303;165799;260551;159789;121981;186672;110761;117958;121986;0
1213089;207359;454645;350824;561238;384051;479370;4147180;147285;288843;263177;264960;264960;93553;-141558;133817;330484;187550;124736;234869;208524;229128;148809;0
848613;162090;297384;227197;334481;170790;312297;2315571.429;129087;152287;227861;280053;280053;57166;-23200;161945;201286;150901;107022;136583;156822;133967;138502;0
798739;56349;175488;128061;279029;120139;206547;402492.8571;112599;126910;229544;180206;180206;44732;-14311;142999;208998;167713;127571;159141;139464;136886;149440;1
829034;219551;257764;171819;267046;235573;191417;2744387.5;96405;127638;153258;288978;288978;56781;-31233;153512;239487;168989;97394;169468;114622;139525;126509;1
1155981;272255;492572;368306;448361;290971;401189;4537583.333;208580;114294;292508;205174;205174;97079;94286;147874;353824;205922;217288;194269;134257;195983;215946;0
334115;93415;103487;82309;129153;69288;114288;1556916.667;62611;55363;96595;110652;110652;19450;7248;55805;80897;68260;64963;57078;43468;59671;47776;0
692906;86245;186591;126592;322337;138874;269704;1232071.429;118289;185699;109566;162408;162408;55947;-67410;111450;174411;84708;134619;127469;131573;131320;77194;0
912983;15478;383051;273578;422002;222710;311674;119061.5385;107273;125077;152659;267304;267304;82477;-17804;105510;196564;188907;93433;144758;101947;177718;154588;0
948260;172235;366296;244653;413255;375592;175696;2152937.5;135157;203467;241605;308638;308638;73169;-68310;107426;282700;144879;177734;233996;129849;172719;99101;0
538999;49075;239598;178872;233735;196706;97729;490750;104854;52627;166314;158539;158539;48282;52227;65529;141657;98078;65683;129658;65434;70234;83041;0
571387;55459;229147;156954;238464;109471;202658;396135.7143;80449;78126;186821;97282;97282;49431;2323;108350;134460;90113;77309;96725;95587;89172;106633;0
490391;104186;101222;70969;209373;88575;191823;1736433.333;57907;119350;134572;97676;97676;40347;-61443;72996;148768;59254;94506;80497;82175;86459;49284;0
1327379;-130583;528693;357859;436483;201698;494450;6291340;158409;238580;409040;247436;247436;124593;-80171;241291;441275;208330;172883;262546;237250;260286;258956;1
690418;88391;274023;211022;201778;274651;180135;982122.2222;98720;65089;172037;155147;155147;55453;33631;88144;270096;130400;120211;145388;76827;84595;96333;1
1450462;172148;328750;254929;618183;571552;503002;1721480;252058;172753;241117;507391;507391;101890;79305;223716;329620;278943;260212;328098;262129;163901;253277;0
1388259;35972;299924;237977;435827;457844;372917;449650;243486;229503;435177;273285;273285;136339;13983;217623;484922;249887;213896;228803;234855;269533;274885;1
705805;-53525;252137;179470;294405;222861;209467;659350;80455;95169;115753;229536;229536;64992;-14714;109766;168249;133385;97851;137427;101431;104000;110262;1
1007002;-60568;447785;311193;331404;192643;172179;2322116.667;195591;182416;273206;166199;166199;59180;13175;128548;391997;155053;167496;227931;151060;191884;160528;1
983321;133364;335214;262294;251726;329616;151711;889093.3333;139143;198371;195673;169786;169786;65427;-59228;152446;384106;195043;138256;186961;127092;189528;118249;1
1386167;16419;411059;275874;600589;420366;212515;149263.6364;252687;245449;260738;436634;436634;129971;7238;164097;337724;283757;194213;242144;197072;212521;164144;0
295086;53043;66327;44719;91768;86002;81781;408023.0769;38313;50934;91878;94139;94139;29179;-12621;54452;87892;60974;36773;60156;41134;43924;34124;1
1339246;255528;337650;263733;743674;338028;216022;1965600;176945;285735;241316;373371;373371;71353;-108790;143523;289388;162661;246080;233340;191803;244832;150900;0
1185742;295744;332334;250347;442486;444933;245467;5914880;231055;182266;269360;193617;193617;71754;48789;229858;289973;223425;185310;258207;149228;192804;159766;1
1240121;319020;298598;239565;483475;294697;392441;6380400;228008;217685;211589;195601;195601;93355;10323;203741;378324;174581;124037;243153;195714;246989;225018;0
656907;112776;265777;192360;317796;241578;241442;1253066.667;99659;142850;112611;207680;207680;52519;-43191;70942;163090;105079;118147;121951;126219;119118;102487;0
1225323;146637;361768;278111;360784;209595;430552;1047407.143;162155;253699;401881;366573;366573;106105;-91544;233915;426074;204550;129791;199952;205248;221324;172873;1
752087;-62319;155864;123151;291368;115266;200360;2551185.714;133909;122503;209737;210810;210810;56233;11406;117472;191156;152091;75351;125005;126019;83317;86833;0
208802;-13187;49302;36547;86915;35701;58388;299515.3846;30048;18582;34376;64436;64436;19417;11466;36098;48439;37350;33958;37925;28324;27118;36860;0
1216777;299587;451210;339978;412466;348470;325388;2723518.182;228656;40690;228985;363071;363071;80275;187966;229920;401265;173126;216571;293487;151314;124547;235171;1
1271235;127714;325000;250521;676204;347826;460020;1596425;250275;169180;241441;392414;392414;88269;81095;132252;267348;195431;151212;255296;159090;159935;149845;0
1377613;97797;340876;242412;525662;507194;336305;698550;191761;260580;290499;457177;457177;85585;-68819;225335;405668;220948;145237;321067;188939;221771;150130;0
1054163;-44289;428264;288606;471614;228108;327115;2028107.692;122783;63232;236408;235657;235657;57312;59551;114160;264266;204123;203656;211608;108584;122008;167360;0
